ID	Parent1	Parent2	Sex	ptn_all_swt	ptn_dim_xcp	ptn_dim_ycp	ptn_dim_wdt	ptn_dim_asr	ptn_dim_agl	ptn_dim_cvr	ptn_cov_sig	ptn_cov_rad	ptn_cov_xcp	ptn_cov_ycp	ptn_edg_blr	ptn_edg_spc	ptn_bil_ctr	ptn_bil_sft	ptn_bil_frq	ptn_ajd_xsc	ptn_ajd_ysc	ptn_ajd_enl	ptn_ajd_ang	col_mac_swt	col_mac_lmv	col_mac_rgv	col_mac_byv	col_bot_swt	col_bot_lmv	col_bot_rgv	col_bot_byv	col_top_swt	col_top_lmv	col_top_rgv	col_top_byv	col_grd_sig	col_grd_hgt	eem_all_swt	eem_int_lvl	eem_int_rto	eem_sig_lvl	eem_sig_rto	eem_exp_lvl	eem_exp_rto	spk_one_swt	spk_one_lvl	spk_one_rto	spk_one_sig	spk_one_ycp	spk_two_swt	spk_two_lvl	spk_two_rto	spk_two_sig	spk_two_ycp
Gen0_Mut0_ID10	none	none	m	0.45596605	0.471672435	0.233457551	0.650991013	0.344527776	0.62679417	0.376472382	0.156723551	0.615162764	0.29720205	0.320451256	0.637148042	0.655267665	0.639828126	0.069017649	0.369111603	0.814211517	0.406411649	0.313181438	0.81302174	0.028065776	0.300559481	0.103212539	0.028859857	0.978871611	0.864781912	0.744922067	0.811186503	0.579760037	0.795770951	0.71637401	0.431480902	0.822464709	0.108908208	0.001453599	0.887189025	0.283506318	0.506525559	0.65218607	0.068367664	0.649573889	0.632352837	0.788105906	0.054729237	0.675388181	0.915503135	0.632352837	0.788105906	0.054729237	0.675388181	0.915503135
Gen0_Mut0_ID11	none	none	f	0.927546475	0.196994301	0.990694977	0.802635874	0.330700083	0.757519007	0.400775806	0.2858811	0.952516128	0.998798506	0.743491429	0.571284218	0.964878534	0.816272558	0.599987166	0.250949464	0.560617841	0.039901667	0.159062144	0.731845424	0.284134643	0.258716648	0.761968064	0.778601798	0.386445694	0.759734974	0.193166942	0.887515589	0.679240366	0.902375243	0.673725833	0.915204272	0.269622084	0.02616265	0.462362903	0.446571024	0.135663605	0.546369511	0.539201163	0.366240742	0.836774597	0.781351849	0.391572217	0.658474772	0.464007859	0.871787654	0.781351849	0.391572217	0.658474772	0.464007859	0.871787654
Gen0_Mut0_ID12	none	none	m	0.507452847	0.295216192	0.569442757	0.720261933	0.778559832	0.347925293	0.587183327	0.307704331	0.894738619	0.570014734	0.939467355	0.122428984	0.138277692	0.016540324	0.726784964	0.896083342	0.026194232	0.289523646	0.358060723	0.525226049	0.421169604	0.21758573	0.107556262	0.183068645	0.761326561	0.349879927	0.398640858	0.37440754	0.691389401	0.40778899	0.167283185	0.539202509	0.358222557	0.18345408	0.774550282	0.178822744	0.50932308	0.063681936	0.64030004	0.027341059	0.184448562	0.256816261	0.906722903	0.900591655	0.605392696	0.477058197	0.256816261	0.906722903	0.900591655	0.605392696	0.477058197
Gen0_Mut0_ID13	none	none	f	0.195872689	0.078978546	0.353285174	0.349689451	0.03379459	0.446064852	0.513321999	0.093641616	0.349112306	0.444528813	0.061047328	0.719119574	0.628988129	0.498373051	0.597724536	0.030670742	0.73079106	0.02438828	0.860846968	0.272474185	0.796737605	0.976253376	0.442268309	0.127042876	0.416972334	0.32530583	0.156096269	0.523117276	0.408182212	0.02121268	0.09215008	0.391326686	0.376131675	0.023123342	0.914274199	0.253182356	0.997013605	0.136506982	0.033554692	0.436904701	0.25383208	0.961804384	0.822347939	0.140022365	0.049909477	0.85034376	0.961804384	0.822347939	0.140022365	0.049909477	0.85034376
Gen0_Mut0_ID14	none	none	m	0.994850343	0.350241326	0.595205043	0.801969697	0.207407378	0.857700036	0.716991741	0.384658224	0.258743575	0.584556957	0.091412319	0.336872405	0.067001308	0.643167599	0.563749742	0.46738683	0.7576063	0.773852644	0.979709012	0.497611624	0.552998629	0.69608319	0.736245213	0.040924911	0.474523025	0.774270605	0.61659965	0.797039349	0.804217481	0.252967507	0.406325945	0.785493615	0.359151018	0.378309722	0.785567073	0.218797267	0.737138542	0.594636153	0.337748999	0.278637949	0.629368696	0.852494373	0.745120607	0.274308983	0.079350121	0.859450361	0.852494373	0.745120607	0.274308983	0.079350121	0.859450361
Gen0_Mut0_ID15	none	none	f	0.200611975	0.802884286	0.131875158	0.767022256	0.39364416	0.027687449	0.624591196	0.681892898	0.732001615	0.886448395	0.729775249	0.179889734	0.507917658	0.269675768	0.720100605	0.385298927	0.769994482	0.57498092	0.431601114	0.556717861	0.851604374	0.696984019	0.074067919	0.392258328	0.643251836	0.34607929	0.511568705	0.701931504	0.820668744	0.986853322	0.856257276	0.571274195	0.103297211	0.921163239	0.401016111	0.49578554	0.802506781	0.343831542	0.39636338	0.638061295	0.175551041	0.939652517	0.832435803	0.031083782	0.543297444	0.172706635	0.939652517	0.832435803	0.031083782	0.543297444	0.172706635
Gen0_Mut0_ID16	none	none	m	0.843267115	0.277000157	0.486232922	0.139073725	0.436982992	0.426150322	0.930651456	0.243571164	0.022290999	0.025672951	0.385549657	0.008924845	0.751148391	0.93594049	0.766298212	0.30412475	0.927792501	0.083693177	0.657897805	0.05141286	0.523656114	0.988641906	0.635551731	0.57639053	0.03750883	0.659644512	0.656506336	0.696322218	0.571348853	0.087109211	0.653263043	0.76657097	0.103169255	0.911375799	0.843309329	0.358773165	0.402255129	0.014743121	0.983215434	0.701645134	0.01510997	0.545934341	0.301904562	0.895335982	0.42229498	0.398542277	0.545934341	0.301904562	0.895335982	0.42229498	0.398542277
Gen0_Mut0_ID17	none	none	f	0.674708557	0.827126397	0.745774693	0.292070717	0.724652622	0.002594154	0.432371172	0.960671729	0.567516429	0.179264238	0.171098084	0.301206335	0.990408549	0.577708374	0.902554487	0.747676316	0.249399088	0.887333821	0.761991499	0.324979961	0.150179669	0.823903859	0.250190619	0.62717424	0.215366389	0.189325995	0.890193049	0.653821925	0.28016618	0.443907033	0.557683956	0.508707322	0.327980574	0.743249661	0.853723785	0.25607996	0.481095862	0.119142312	0.371261475	0.265323268	0.139230307	0.820744821	0.879801728	0.39221884	0.89983611	0.683651525	0.820744821	0.879801728	0.39221884	0.89983611	0.683651525
Gen0_Mut0_ID18	none	none	m	0.824448893	0.206726022	0.934929527	0.702702966	0.90584226	0.65776616	0.167059537	0.928438745	0.728728011	0.429128511	0.40265685	0.396544009	0.457992341	0.619305644	0.273462423	0.690123416	0.025852908	0.944728738	0.496756163	0.955884423	0.450969982	0.815181152	0.473698342	0.022603551	0.184488854	0.641254253	0.950110676	0.435285499	0.716250557	0.327138449	0.183030529	0.957087741	0.324896847	0.060277115	0.209458601	0.523908151	0.958349487	0.141160151	0.914424919	0.532854903	0.013318114	0.113876366	0.385142991	0.933020949	0.915846965	0.608254583	0.113876366	0.385142991	0.933020949	0.915846965	0.608254583
Gen0_Mut0_ID19	none	none	f	0.844819791	0.799799914	0.18786614	0.646236493	0.020122902	0.648484981	0.754944903	0.475366709	0.888895933	0.221589106	0.508562176	0.25026323	0.765543286	0.290841103	0.478992394	0.581430177	0.974123303	0.359682011	0.517764125	0.259863607	0.815348028	0.806490117	0.983942573	0.761855097	0.837480427	0.69565087	0.858606038	0.732643859	0.656399275	0.222596772	0.832978498	0.482595996	0.639576053	0.697961139	0.539874414	0.257044855	0.14596269	0.886924573	0.277655715	0.022647806	0.983364732	0.676199464	0.87863604	0.506494098	0.094943153	0.041969007	0.676199464	0.87863604	0.506494098	0.094943153	0.041969007
Gen0_Mut0_ID20	none	none	m	0.629407627	0.411497449	0.875251989	0.422209377	0.65250417	0.319117171	0.263559271	0.660184368	0.570700564	0.179944577	0.58342465	0.131710665	0.137586472	0.005608196	0.593209074	0.479624726	0.752117677	0.261151544	0.397571995	0.788403102	0.06261114	0.555608801	0.489633184	0.253889254	0.094842885	0.520600923	0.863063118	0.479474542	0.261301495	0.0018704	0.46289967	0.347765265	0.379044884	0.984332284	0.681370588	0.505185511	0.608117694	0.131195296	0.738041957	0.03117093	0.394135575	0.037769841	0.409756384	0.950206372	0.54195076	0.338716784	0.037769841	0.409756384	0.950206372	0.54195076	0.338716784
Gen0_Mut0_ID21	none	none	f	0.856817234	0.746772063	0.954689713	0.146733249	0.676012086	0.702051725	0.457988838	0.090524389	0.044705602	0.176926907	0.306953208	0.15035559	0.788898659	0.137153102	0.112850074	0.240068016	0.789943017	0.452119778	0.936410353	0.881332688	0.155868076	0.619593467	0.014729157	0.103168193	0.181820473	0.936641145	0.41975275	0.674262704	0.511558972	0.295435663	0.132698562	0.518237952	0.551225391	0.027540403	0.722694179	0.456264835	0.233637599	0.019276786	0.262764269	0.710275313	0.15575213	0.176369389	0.842823759	0.978202418	0.423530445	0.514807635	0.176369389	0.842823759	0.978202418	0.423530445	0.514807635
Gen0_Mut0_ID22	none	none	m	0.026511319	0.501231267	0.002199501	0.654144828	0.247260001	0.658135086	0.930224083	0.716865237	0.92395162	0.521541658	0.455969482	0.487090603	0.267413192	0.636677778	0.2400469	0.894520741	0.389779053	0.864183193	0.19514739	0.838824969	0.43670668	0.281905168	0.457862497	0.380530312	0.11723758	0.580902424	0.443024746	0.89707539	0.414979412	0.801799046	0.739641305	0.725705454	0.248543666	0.797375596	0.606344802	0.062628391	0.964316176	0.833821149	0.693814817	0.744161088	0.50800513	0.692292518	0.137614025	0.972999905	0.334307041	0.994012205	0.692292518	0.137614025	0.972999905	0.334307041	0.994012205
Gen0_Mut0_ID23	none	none	f	0.030807682	0.950415372	0.142208411	0.211866434	0.474964986	0.919021805	0.194099539	0.344803851	0.631170785	0.221066759	0.970950659	0.238086756	0.966722799	0.232189076	0.955272237	0.162897566	0.149705015	0.529295038	0.397792085	0.334800554	0.872264886	0.226472245	0.920014008	0.949619636	0.843706975	0.100230977	0.964897767	0.113398849	0.738388818	0.74867043	0.349711377	0.356232131	0.397333384	0.452179158	0.400887015	0.66121614	0.991924068	0.371705841	0.47075671	0.457594154	0.110077346	0.101973645	0.580425845	0.37853862	0.29303028	0.674712882	0.101973645	0.580425845	0.37853862	0.29303028	0.674712882
